name,version,api-level,revision,description,obsolete,windowsSize,windowsSHA1,windowsURL,macosxSize,macosxSHA1,macosxURL,linuxSize,linuxSHA1,linuxURL
Google Cloud Messaging for Android Library,,,3,GCM library has been moved to Google Play Services (com.google.android.gms.gcm) and this standalone version is no longer supported,true,5901400,ad066fd0dc7fc99d8aadac09c65a3c2519fbc7bf,https://dl.google.com/android/repository/gcm_r03.zip,5901400,ad066fd0dc7fc99d8aadac09c65a3c2519fbc7bf,https://dl.google.com/android/repository/gcm_r03.zip,5901400,ad066fd0dc7fc99d8aadac09c65a3c2519fbc7bf,https://dl.google.com/android/repository/gcm_r03.zip
Android Auto API Simulators,,,1,Android Auto API testing simulators,false,2167286,4fb5344e34e8faab4db18af07dace44c50db26a7,https://dl.google.com/android/repository/simulator_r01.zip,2167286,4fb5344e34e8faab4db18af07dace44c50db26a7,https://dl.google.com/android/repository/simulator_r01.zip,2167286,4fb5344e34e8faab4db18af07dace44c50db26a7,https://dl.google.com/android/repository/simulator_r01.zip
Android Auto Desktop Head Unit emulator,,,1.1,Head unit emulator for developers targeting the Android Auto platform.,false,2691901,99c4a7172d73673552119347bc24c58b47da177b,https://dl.google.com/android/repository/desktop-head-unit-windows_r01.1.zip,2375533,8179cbb3914493ebc5eb65b731cba061582f2e84,https://dl.google.com/android/repository/desktop-head-unit-macosx_r01.1.zip,1346009,202a6e1b3009a0eb815f8c672d2d5b3717de6169,https://dl.google.com/android/repository/desktop-head-unit-linux_r01.1.zip
Instant Apps Development SDK,,,1,Android Instant Apps Development SDK,false,450468876,50074a0f0312ee1d0d81d2cddc3d84a8a9e97a53,https://dl.google.com/android/repository/aiasdk-1.0.0.zip,450468876,50074a0f0312ee1d0d81d2cddc3d84a8a9e97a53,https://dl.google.com/android/repository/aiasdk-1.0.0.zip,450468876,50074a0f0312ee1d0d81d2cddc3d84a8a9e97a53,https://dl.google.com/android/repository/aiasdk-1.0.0.zip
Intel x86 Emulator Accelerator (HAXM installer),,,6.1.1,Emulation speedup using Intel VT processor technology. Read more at www.intel.com/software/android,false,,,,233477,8e2d79760be88bb551323f8a685f3d841a560cdb,https://dl.google.com/android/repository/extras/intel/haxm-macosx_r6_1_1.zip,,,
Intel x86 Emulator Accelerator (HAXM installer),,,6.0.6,Emulation speedup using Intel VT processor technology. Read more at www.intel.com/software/android,false,2641544,d5096efd5f7cd71a65cf319344258da3d72c5b21,https://dl.google.com/android/repository/extras/intel/haxm-windows_r6_0_6.zip,,,,,,
Glass Development Kit Preview,,19,11,Preview of the Glass Development Kit,false,72978,52cadbec4d42ce68a667e7e4ea461ef8b81924ef,https://dl.google.com/glass/xe22/google-gdk.zip,72978,52cadbec4d42ce68a667e7e4ea461ef8b81924ef,https://dl.google.com/glass/xe22/google-gdk.zip,72978,52cadbec4d42ce68a667e7e4ea461ef8b81924ef,https://dl.google.com/glass/xe22/google-gdk.zip
Android TV Intel x86 Atom System Image,,21,3,Android TV Intel x86 Atom System Image,false,268946785,2f8a1988188d6abfd6c6395baeb4471a034dc1e8,https://dl.google.com/android/repository/sys-img/android-tv/x86-21_r03.zip,268946785,2f8a1988188d6abfd6c6395baeb4471a034dc1e8,https://dl.google.com/android/repository/sys-img/android-tv/x86-21_r03.zip,268946785,2f8a1988188d6abfd6c6395baeb4471a034dc1e8,https://dl.google.com/android/repository/sys-img/android-tv/x86-21_r03.zip
Android TV ARM EABI v7a System Image,,21,3,Android TV ARM EABI v7a System Image,false,249428246,b63e28a47f11b639dd94981a458b7abfa89ac331,https://dl.google.com/android/repository/sys-img/android-tv/armeabi-v7a-21_r03.zip,249428246,b63e28a47f11b639dd94981a458b7abfa89ac331,https://dl.google.com/android/repository/sys-img/android-tv/armeabi-v7a-21_r03.zip,249428246,b63e28a47f11b639dd94981a458b7abfa89ac331,https://dl.google.com/android/repository/sys-img/android-tv/armeabi-v7a-21_r03.zip
Android TV Intel x86 Atom System Image,,22,3,Android TV Intel x86 Atom System Image,false,293118949,c78efd5a155622eb490be9d326f5783993375c35,https://dl.google.com/android/repository/sys-img/android-tv/x86-22_r03.zip,293118949,c78efd5a155622eb490be9d326f5783993375c35,https://dl.google.com/android/repository/sys-img/android-tv/x86-22_r03.zip,293118949,c78efd5a155622eb490be9d326f5783993375c35,https://dl.google.com/android/repository/sys-img/android-tv/x86-22_r03.zip
Android TV ARM EABI v7a System Image,,22,1,Android TV ARM EABI v7a System Image,false,269095973,557b7934170caa94f9dcac174f411b747ad62328,https://dl.google.com/android/repository/sys-img/android-tv/armeabi-v7a-22_r01.zip,269095973,557b7934170caa94f9dcac174f411b747ad62328,https://dl.google.com/android/repository/sys-img/android-tv/armeabi-v7a-22_r01.zip,269095973,557b7934170caa94f9dcac174f411b747ad62328,https://dl.google.com/android/repository/sys-img/android-tv/armeabi-v7a-22_r01.zip
Android TV Intel x86 Atom System Image,,23,10,Android TV Intel x86 Atom System Image,false,331305763,516fd1c1951bd3fff1c91e314e588d7014c20ec8,https://dl.google.com/android/repository/sys-img/android-tv/x86-23_r10.zip,331305763,516fd1c1951bd3fff1c91e314e588d7014c20ec8,https://dl.google.com/android/repository/sys-img/android-tv/x86-23_r10.zip,331305763,516fd1c1951bd3fff1c91e314e588d7014c20ec8,https://dl.google.com/android/repository/sys-img/android-tv/x86-23_r10.zip
Android TV ARM EABI v7a System Image,,23,10,Android TV ARM EABI v7a System Image,false,303901912,211016665fdb8e6e32b052f114684521bf9d3ee4,https://dl.google.com/android/repository/sys-img/android-tv/armeabi-v7a-23_r10.zip,303901912,211016665fdb8e6e32b052f114684521bf9d3ee4,https://dl.google.com/android/repository/sys-img/android-tv/armeabi-v7a-23_r10.zip,303901912,211016665fdb8e6e32b052f114684521bf9d3ee4,https://dl.google.com/android/repository/sys-img/android-tv/armeabi-v7a-23_r10.zip
Android TV Intel x86 Atom System Image,,24,11,Android TV Intel x86 Atom System Image,false,391540912,876f8aac0810d9cc8b5792c087080a140a565916,https://dl.google.com/android/repository/sys-img/android-tv/x86-24_r11.zip,391540912,876f8aac0810d9cc8b5792c087080a140a565916,https://dl.google.com/android/repository/sys-img/android-tv/x86-24_r11.zip,391540912,876f8aac0810d9cc8b5792c087080a140a565916,https://dl.google.com/android/repository/sys-img/android-tv/x86-24_r11.zip
Android TV Intel x86 Atom System Image,,25,5,Android TV Intel x86 Atom System Image,false,399838774,86ec49d21f35e3a14a0728a2df440e77fa6ccc62,https://dl.google.com/android/repository/sys-img/android-tv/x86-25_r05.zip,399838774,86ec49d21f35e3a14a0728a2df440e77fa6ccc62,https://dl.google.com/android/repository/sys-img/android-tv/x86-25_r05.zip,399838774,86ec49d21f35e3a14a0728a2df440e77fa6ccc62,https://dl.google.com/android/repository/sys-img/android-tv/x86-25_r05.zip
Android TV Intel x86 Atom System Image,,26,3,Android TV Intel x86 Atom System Image,false,378904057,b298f9eba1616db38d770da76e201b35e12269e2,https://dl.google.com/android/repository/sys-img/android-tv/x86-26_r03.zip,378904057,b298f9eba1616db38d770da76e201b35e12269e2,https://dl.google.com/android/repository/sys-img/android-tv/x86-26_r03.zip,378904057,b298f9eba1616db38d770da76e201b35e12269e2,https://dl.google.com/android/repository/sys-img/android-tv/x86-26_r03.zip
Android Wear ARM EABI v7a System Image,,23,6,Android Wear ARM EABI v7a System Image,false,253642503,0df5d34b1cdaaaa3805a2f06bb889901eabe2e71,https://dl.google.com/android/repository/sys-img/android-wear/armeabi-v7a-23_r06.zip,253642503,0df5d34b1cdaaaa3805a2f06bb889901eabe2e71,https://dl.google.com/android/repository/sys-img/android-wear/armeabi-v7a-23_r06.zip,253642503,0df5d34b1cdaaaa3805a2f06bb889901eabe2e71,https://dl.google.com/android/repository/sys-img/android-wear/armeabi-v7a-23_r06.zip
Android Wear Intel x86 Atom System Image,,23,6,Android Wear Intel x86 Atom System Image,false,263767761,3b15c123f3f71459d5b60c1714d49c5d90a5525e,https://dl.google.com/android/repository/sys-img/android-wear/x86-23_r06.zip,263767761,3b15c123f3f71459d5b60c1714d49c5d90a5525e,https://dl.google.com/android/repository/sys-img/android-wear/x86-23_r06.zip,263767761,3b15c123f3f71459d5b60c1714d49c5d90a5525e,https://dl.google.com/android/repository/sys-img/android-wear/x86-23_r06.zip
Android Wear ARM EABI v7a System Image,,25,3,Android Wear ARM EABI v7a System Image,false,377841195,76d3568a4e08023047af7d13025a35c9bf1d7e5c,https://dl.google.com/android/repository/sys-img/android-wear/armeabi-v7a-25_r03.zip,377841195,76d3568a4e08023047af7d13025a35c9bf1d7e5c,https://dl.google.com/android/repository/sys-img/android-wear/armeabi-v7a-25_r03.zip,377841195,76d3568a4e08023047af7d13025a35c9bf1d7e5c,https://dl.google.com/android/repository/sys-img/android-wear/armeabi-v7a-25_r03.zip
Android Wear Intel x86 Atom System Image,,25,3,Android Wear Intel x86 Atom System Image,false,397826706,693fce7b487a65491a4e88e9f740959688c9dbe6,https://dl.google.com/android/repository/sys-img/android-wear/x86-25_r03.zip,397826706,693fce7b487a65491a4e88e9f740959688c9dbe6,https://dl.google.com/android/repository/sys-img/android-wear/x86-25_r03.zip,397826706,693fce7b487a65491a4e88e9f740959688c9dbe6,https://dl.google.com/android/repository/sys-img/android-wear/x86-25_r03.zip
Android Wear Intel x86 Atom System Image,,26,1,Android Wear Intel x86 Atom System Image,false,355908764,d8b3c6412c495c5bf8146504304a47a0a14ed46a,https://dl.google.com/android/repository/sys-img/android-wear/x86-26_r01.zip,355908764,d8b3c6412c495c5bf8146504304a47a0a14ed46a,https://dl.google.com/android/repository/sys-img/android-wear/x86-26_r01.zip,355908764,d8b3c6412c495c5bf8146504304a47a0a14ed46a,https://dl.google.com/android/repository/sys-img/android-wear/x86-26_r01.zip
ARM EABI v7a System Image,,10,4,ARM EABI v7a System Image,false,67918042,54680383118eb5c95a11e1cc2a14aa572c86ee69,https://dl.google.com/android/repository/sys-img/android/armv7-10_r04.zip,67918042,54680383118eb5c95a11e1cc2a14aa572c86ee69,https://dl.google.com/android/repository/sys-img/android/armv7-10_r04.zip,67918042,54680383118eb5c95a11e1cc2a14aa572c86ee69,https://dl.google.com/android/repository/sys-img/android/armv7-10_r04.zip
ARM EABI v7a System Image,,14,2,ARM EABI v7a System Image,false,99621822,d8991b0c06b18d7d6ed4169d67460ee1add6661b,https://dl.google.com/android/repository/sys-img/android/sysimg_armv7a-14_r02.zip,99621822,d8991b0c06b18d7d6ed4169d67460ee1add6661b,https://dl.google.com/android/repository/sys-img/android/sysimg_armv7a-14_r02.zip,99621822,d8991b0c06b18d7d6ed4169d67460ee1add6661b,https://dl.google.com/android/repository/sys-img/android/sysimg_armv7a-14_r02.zip
ARM EABI v7a System Image,,15,4,ARM EABI v7a System Image,false,102079727,363223bd62f5afc0b2bd760b54ce9d26b31eacf1,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-15_r04.zip,102079727,363223bd62f5afc0b2bd760b54ce9d26b31eacf1,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-15_r04.zip,102079727,363223bd62f5afc0b2bd760b54ce9d26b31eacf1,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-15_r04.zip
ARM EABI v7a System Image,,16,4,ARM EABI v7a System Image,false,112608076,39c093ea755098f0ee79f607be7df9e54ba4943f,https://dl.google.com/android/repository/sys-img/android/sysimg_armv7a-16_r04.zip,112608076,39c093ea755098f0ee79f607be7df9e54ba4943f,https://dl.google.com/android/repository/sys-img/android/sysimg_armv7a-16_r04.zip,112608076,39c093ea755098f0ee79f607be7df9e54ba4943f,https://dl.google.com/android/repository/sys-img/android/sysimg_armv7a-16_r04.zip
ARM EABI v7a System Image,,17,5,ARM EABI v7a System Image,false,124238679,7460e8110f4a87f9644f1bdb5511a66872d50fd9,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-17_r05.zip,124238679,7460e8110f4a87f9644f1bdb5511a66872d50fd9,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-17_r05.zip,124238679,7460e8110f4a87f9644f1bdb5511a66872d50fd9,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-17_r05.zip
ARM EABI v7a System Image,,18,4,ARM EABI v7a System Image,false,130394401,0bf34ecf4ddd53f6b1b7fe7dfa12f2887c17e642,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-18_r04.zip,130394401,0bf34ecf4ddd53f6b1b7fe7dfa12f2887c17e642,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-18_r04.zip,130394401,0bf34ecf4ddd53f6b1b7fe7dfa12f2887c17e642,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-18_r04.zip
ARM EABI v7a System Image,,19,5,ARM EABI v7a System Image,false,159871567,d1a5fd4f2e1c013c3d3d9bfe7e9db908c3ed56fa,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-19_r05.zip,159871567,d1a5fd4f2e1c013c3d3d9bfe7e9db908c3ed56fa,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-19_r05.zip,159871567,d1a5fd4f2e1c013c3d3d9bfe7e9db908c3ed56fa,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-19_r05.zip
ARM EABI v7a System Image,,21,4,ARM EABI v7a System Image,false,187163871,8c606f81306564b65e41303d2603e4c42ded0d10,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-21_r04.zip,187163871,8c606f81306564b65e41303d2603e4c42ded0d10,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-21_r04.zip,187163871,8c606f81306564b65e41303d2603e4c42ded0d10,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-21_r04.zip
ARM EABI v7a System Image,,22,2,ARM EABI v7a System Image,false,194596267,2114ec015dbf3a16cbcb4f63e8a84a1b206a07a1,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-22_r02.zip,194596267,2114ec015dbf3a16cbcb4f63e8a84a1b206a07a1,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-22_r02.zip,194596267,2114ec015dbf3a16cbcb4f63e8a84a1b206a07a1,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-22_r02.zip
ARM EABI v7a System Image,,23,6,ARM EABI v7a System Image,false,238333358,7cf2ad756e54a3acfd81064b63cb0cb9dff2798d,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-23_r06.zip,,,,,,
ARM EABI v7a System Image,,24,7,ARM EABI v7a System Image,false,283677512,3454546b4eed2d6c3dd06d47757d6da9f4176033,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-24_r07.zip,283677512,3454546b4eed2d6c3dd06d47757d6da9f4176033,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-24_r07.zip,283677512,3454546b4eed2d6c3dd06d47757d6da9f4176033,https://dl.google.com/android/repository/sys-img/android/armeabi-v7a-24_r07.zip

MIPS System Image,,15,1,MIPS System Image,false,117503178,a753bb4a6783124dad726c500ce9aec9d2c1b2d9,https://dl.google.com/android/repository/sys-img/android/sysimg_mips-15_r01.zip,117503178,a753bb4a6783124dad726c500ce9aec9d2c1b2d9,https://dl.google.com/android/repository/sys-img/android/sysimg_mips-15_r01.zip,117503178,a753bb4a6783124dad726c500ce9aec9d2c1b2d9,https://dl.google.com/android/repository/sys-img/android/sysimg_mips-15_r01.zip
MIPS System Image,,16,1,MIPS System Image,false,122482530,67943c54fb3943943ffeb05fdd39c0b753681f6e,https://dl.google.com/android/repository/sys-img/android/sysimg_mips-16_r04.zip,122482530,67943c54fb3943943ffeb05fdd39c0b753681f6e,https://dl.google.com/android/repository/sys-img/android/sysimg_mips-16_r04.zip,122482530,67943c54fb3943943ffeb05fdd39c0b753681f6e,https://dl.google.com/android/repository/sys-img/android/sysimg_mips-16_r04.zip
MIPS System Image,,17,1,MIPS System Image,false,131781761,f0c6e153bd584c29e51b5c9723cfbf30f996a05d,https://dl.google.com/android/repository/sys-img/android/sysimg_mips-17_r01.zip,131781761,f0c6e153bd584c29e51b5c9723cfbf30f996a05d,https://dl.google.com/android/repository/sys-img/android/sysimg_mips-17_r01.zip,131781761,f0c6e153bd584c29e51b5c9723cfbf30f996a05d,https://dl.google.com/android/repository/sys-img/android/sysimg_mips-17_r01.zip
Intel x86 Atom System Image,,10,4,Intel x86 Atom System Image,false,75382637,655ffc5cc89dd45a3aca154b254009016e473aeb,https://dl.google.com/android/repository/sys-img/android/x86-10_r04.zip,75382637,655ffc5cc89dd45a3aca154b254009016e473aeb,https://dl.google.com/android/repository/sys-img/android/x86-10_r04.zip,75382637,655ffc5cc89dd45a3aca154b254009016e473aeb,https://dl.google.com/android/repository/sys-img/android/x86-10_r04.zip
Intel x86 Atom System Image,,15,4,Intel x86 Atom System Image,false,115324561,e45c728b64881c0e86529a8f7ea9c103a3cd14c1,https://dl.google.com/android/repository/sys-img/android/x86-15_r04.zip,115324561,e45c728b64881c0e86529a8f7ea9c103a3cd14c1,https://dl.google.com/android/repository/sys-img/android/x86-15_r04.zip,115324561,e45c728b64881c0e86529a8f7ea9c103a3cd14c1,https://dl.google.com/android/repository/sys-img/android/x86-15_r04.zip
Intel x86 Atom System Image,,16,5,Intel x86 Atom System Image,false,134339698,7ea16da3a8fdb880b1b290190fcc1bde2821c1e0,https://dl.google.com/android/repository/sys-img/android/x86-16_r05.zip,134339698,7ea16da3a8fdb880b1b290190fcc1bde2821c1e0,https://dl.google.com/android/repository/sys-img/android/x86-16_r05.zip,134339698,7ea16da3a8fdb880b1b290190fcc1bde2821c1e0,https://dl.google.com/android/repository/sys-img/android/x86-16_r05.zip
Intel x86 Atom System Image,,17,3,Intel x86 Atom System Image,false,142951842,eb30274460ff0d61f3ed37862b567811bebd8270,https://dl.google.com/android/repository/sys-img/android/x86-17_r03.zip,142951842,eb30274460ff0d61f3ed37862b567811bebd8270,https://dl.google.com/android/repository/sys-img/android/x86-17_r03.zip,142951842,eb30274460ff0d61f3ed37862b567811bebd8270,https://dl.google.com/android/repository/sys-img/android/x86-17_r03.zip
Intel x86 Atom System Image,,18,3,Intel x86 Atom System Image,false,149657535,03a0cb23465c3de15215934a1dbc9715b56e9458,https://dl.google.com/android/repository/sys-img/android/x86-18_r03.zip,149657535,03a0cb23465c3de15215934a1dbc9715b56e9458,https://dl.google.com/android/repository/sys-img/android/x86-18_r03.zip,149657535,03a0cb23465c3de15215934a1dbc9715b56e9458,https://dl.google.com/android/repository/sys-img/android/x86-18_r03.zip
Intel x86 Atom System Image,,19,6,Intel x86 Atom System Image,false,185886274,2ac82153aae97f7eae4c5a0761224fe04321d03d,https://dl.google.com/android/repository/sys-img/android/x86-19_r06.zip,185886274,2ac82153aae97f7eae4c5a0761224fe04321d03d,https://dl.google.com/android/repository/sys-img/android/x86-19_r06.zip,185886274,2ac82153aae97f7eae4c5a0761224fe04321d03d,https://dl.google.com/android/repository/sys-img/android/x86-19_r06.zip
Intel x86 Atom System Image,,21,5,Intel x86 Atom System Image,false,208212529,00f0eb0a1003efe3316347f762e20a85d8749cff,https://dl.google.com/android/repository/sys-img/android/x86-21_r05.zip,208212529,00f0eb0a1003efe3316347f762e20a85d8749cff,https://dl.google.com/android/repository/sys-img/android/x86-21_r05.zip,208212529,00f0eb0a1003efe3316347f762e20a85d8749cff,https://dl.google.com/android/repository/sys-img/android/x86-21_r05.zip
Intel x86 Atom System Image,,22,6,Intel x86 Atom System Image,false,214268954,e33e2a6cc3f1cc56b2019dbef3917d2eeb26f54e,https://dl.google.com/android/repository/sys-img/android/x86-22_r06.zip,214268954,e33e2a6cc3f1cc56b2019dbef3917d2eeb26f54e,https://dl.google.com/android/repository/sys-img/android/x86-22_r06.zip,214268954,e33e2a6cc3f1cc56b2019dbef3917d2eeb26f54e,https://dl.google.com/android/repository/sys-img/android/x86-22_r06.zip
Intel x86 Atom System Image,,23,10,Intel x86 Atom System Image,false,260804863,f6c3e3dd7bd951454795aa75c3a145fd05ac25bb,https://dl.google.com/android/repository/sys-img/android/x86-23_r10.zip,260804863,f6c3e3dd7bd951454795aa75c3a145fd05ac25bb,https://dl.google.com/android/repository/sys-img/android/x86-23_r10.zip,260804863,f6c3e3dd7bd951454795aa75c3a145fd05ac25bb,https://dl.google.com/android/repository/sys-img/android/x86-23_r10.zip
Intel x86 Atom System Image,,24,8,Intel x86 Atom System Image,false,313489224,c1cae7634b0216c0b5990f2c144eb8ca948e3511,https://dl.google.com/android/repository/sys-img/android/x86-24_r08.zip,313489224,c1cae7634b0216c0b5990f2c144eb8ca948e3511,https://dl.google.com/android/repository/sys-img/android/x86-24_r08.zip,313489224,c1cae7634b0216c0b5990f2c144eb8ca948e3511,https://dl.google.com/android/repository/sys-img/android/x86-24_r08.zip
Intel x86 Atom_64 System Image,,21,5,Intel x86 Atom_64 System Image,false,292623982,9078a095825a69e5e215713f0866c83cef65a342,https://dl.google.com/android/repository/sys-img/android/x86_64-21_r05.zip,292623982,9078a095825a69e5e215713f0866c83cef65a342,https://dl.google.com/android/repository/sys-img/android/x86_64-21_r05.zip,292623982,9078a095825a69e5e215713f0866c83cef65a342,https://dl.google.com/android/repository/sys-img/android/x86_64-21_r05.zip
Intel x86 Atom_64 System Image,,22,6,Intel x86 Atom_64 System Image,false,299976630,5db3b27f78cd9c4c5092b1cad5a5dd479fb5b2e4,https://dl.google.com/android/repository/sys-img/android/x86_64-22_r06.zip,299976630,5db3b27f78cd9c4c5092b1cad5a5dd479fb5b2e4,https://dl.google.com/android/repository/sys-img/android/x86_64-22_r06.zip,299976630,5db3b27f78cd9c4c5092b1cad5a5dd479fb5b2e4,https://dl.google.com/android/repository/sys-img/android/x86_64-22_r06.zip
Intel x86 Atom_64 System Image,,23,10,Intel x86 Atom_64 System Image,false,365009313,7cbc291483ca07dc67b71268c5f08a5755f50f51,https://dl.google.com/android/repository/sys-img/android/x86_64-23_r10.zip,365009313,7cbc291483ca07dc67b71268c5f08a5755f50f51,https://dl.google.com/android/repository/sys-img/android/x86_64-23_r10.zip,365009313,7cbc291483ca07dc67b71268c5f08a5755f50f51,https://dl.google.com/android/repository/sys-img/android/x86_64-23_r10.zip
Intel x86 Atom_64 System Image,,24,8,Intel x86 Atom_64 System Image,false,419261998,f6559e1949a5879f31a9662f4f0e50ad60181684,https://dl.google.com/android/repository/sys-img/android/x86_64-24_r08.zip,419261998,f6559e1949a5879f31a9662f4f0e50ad60181684,https://dl.google.com/android/repository/sys-img/android/x86_64-24_r08.zip,419261998,f6559e1949a5879f31a9662f4f0e50ad60181684,https://dl.google.com/android/repository/sys-img/android/x86_64-24_r08.zip
Google APIs ARM EABI v7a System Image,,10,5,Google APIs ARM EABI v7a System Image,false,110716848,cb60221d4ff6686ae96560970d48d9aa60e80b3f,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-10_r05.zip,110716848,cb60221d4ff6686ae96560970d48d9aa60e80b3f,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-10_r05.zip,110716848,cb60221d4ff6686ae96560970d48d9aa60e80b3f,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-10_r05.zip
Google APIs Intel x86 Atom System Image,,10,5,Google APIs Intel x86 Atom System Image,false,118648586,b8e8a4ab26890c4a395fb796bf9cb7ceb51c880e,https://dl.google.com/android/repository/sys-img/google_apis/x86-10_r05.zip,118648586,b8e8a4ab26890c4a395fb796bf9cb7ceb51c880e,https://dl.google.com/android/repository/sys-img/google_apis/x86-10_r05.zip,118648586,b8e8a4ab26890c4a395fb796bf9cb7ceb51c880e,https://dl.google.com/android/repository/sys-img/google_apis/x86-10_r05.zip
Google APIs ARM EABI v7a System Image,,15,5,Google APIs ARM EABI v7a System Image,false,148410647,1ec4e6f9014fcbe694511280f5b497aaf7dd750f,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-15_r05.zip,148410647,1ec4e6f9014fcbe694511280f5b497aaf7dd750f,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-15_r05.zip,148410647,1ec4e6f9014fcbe694511280f5b497aaf7dd750f,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-15_r05.zip
Google APIs Intel x86 Atom System Image,,15,5,Google APIs Intel x86 Atom System Image,false,162935691,12a009ef86a1f7176d101e40032a63a812bc7180,https://dl.google.com/android/repository/sys-img/google_apis/x86-15_r05.zip,162935691,12a009ef86a1f7176d101e40032a63a812bc7180,https://dl.google.com/android/repository/sys-img/google_apis/x86-15_r05.zip,162935691,12a009ef86a1f7176d101e40032a63a812bc7180,https://dl.google.com/android/repository/sys-img/google_apis/x86-15_r05.zip
Google APIs ARM EABI v7a System Image,,16,5,Google APIs ARM EABI v7a System Image,false,168481018,990ef55bcf4500debd723626bc14aa10bf4914fe,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-16_r05.zip,168481018,990ef55bcf4500debd723626bc14aa10bf4914fe,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-16_r05.zip,168481018,990ef55bcf4500debd723626bc14aa10bf4914fe,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-16_r05.zip
Google APIs Intel x86 Atom System Image,,16,5,Google APIs Intel x86 Atom System Image,false,185785186,b7dee11fb413f04d67983dd331e2837213d35b49,https://dl.google.com/android/repository/sys-img/google_apis/x86-16_r05.zip,185785186,b7dee11fb413f04d67983dd331e2837213d35b49,https://dl.google.com/android/repository/sys-img/google_apis/x86-16_r05.zip,185785186,b7dee11fb413f04d67983dd331e2837213d35b49,https://dl.google.com/android/repository/sys-img/google_apis/x86-16_r05.zip
Google APIs ARM EABI v7a System Image,,17,5,Google APIs ARM EABI v7a System Image,false,174430788,c990f2a81c24a61f9f1da5d5d205f2924ce548ae,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-17_r05.zip,174430788,c990f2a81c24a61f9f1da5d5d205f2924ce548ae,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-17_r05.zip,174430788,c990f2a81c24a61f9f1da5d5d205f2924ce548ae,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-17_r05.zip
Google APIs Intel x86 Atom System Image,,17,5,Google APIs Intel x86 Atom System Image,false,194550080,d89591526b66d7c475056b755dd20348bd6e5d75,https://dl.google.com/android/repository/sys-img/google_apis/x86-17_r05.zip,194550080,d89591526b66d7c475056b755dd20348bd6e5d75,https://dl.google.com/android/repository/sys-img/google_apis/x86-17_r05.zip,194550080,d89591526b66d7c475056b755dd20348bd6e5d75,https://dl.google.com/android/repository/sys-img/google_apis/x86-17_r05.zip
Google APIs ARM EABI v7a System Image,,18,5,Google APIs ARM EABI v7a System Image,false,178803998,c4e69a96d4584f7e311e358fe4ad0e5d1bf1605b,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-18_r05.zip,178803998,c4e69a96d4584f7e311e358fe4ad0e5d1bf1605b,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-18_r05.zip,178803998,c4e69a96d4584f7e311e358fe4ad0e5d1bf1605b,https://dl.google.com/android/repository/sys-img/google_apis/armeabi-v7a-18_r05.zip
Google APIs Intel x86 Atom System Image,,18,5,Google APIs Intel x86 Atom System Image,false,199522085,2b34741693eba9419cb6bf1a467596783234d37a,https://dl.google.com/android/repository/sys-img/google_apis/x86-18_r05.zip,199522085,2b34741693eba9419cb6bf1a467596783234d37a,https://dl.google.com/android/repository/sys-img/google_apis/x86-18_r05.zip,199522085,2b34741693eba9419cb6bf1a467596783234d37a,https://dl.google.com/android/repository/sys-img/google_apis/x86-18_r05.zip
